timestamp,File Name, ASSEMBLY1_BIMANUAL, ASSEMBLY2_LEFT, BOLT_RIGHT, DELIVERY_BIMANUAL, DELIVERY_LEFT, HANDOVER_LEFT, IDLE_BIMANUAL, PICKUP_BIMANUAL, PICKUP_RIGHT, SCREW_RIGHT,a_right_backPose,b_right_backPose,c_right_backPose
1.645544629511678e+18,frame_128.jpeg,0,0,0,0,0,0,1,0,0,0,-248.0,6357.0,-5175.0
1.64554462956148e+18,frame_129.jpeg,0,0,0,0,0,0,1,0,0,0,-303.0,6299.0,-5227.0
1.6455446296117978e+18,frame_130.jpeg,0,0,0,0,0,0,1,0,0,0,-356.0,6291.0,-5228.0
1.6455446296679844e+18,frame_131.jpeg,0,0,0,0,0,0,1,0,0,0,-327.0,6286.0,-5243.0
1.6455446297113574e+18,frame_132.jpeg,0,0,0,0,0,0,1,0,0,0,-283.0,6244.0,-5163.0
1.6455446297655926e+18,frame_133.jpeg,0,0,0,0,0,0,1,0,0,0,-351.0,6243.0,-5329.0
1.6455446298099543e+18,frame_134.jpeg,0,0,0,0,0,0,1,0,0,0,-410.0,6157.0,-5191.0
1.6455446298655393e+18,frame_135.jpeg,0,0,0,0,0,0,1,0,0,0,-348.0,6255.0,-5371.0
1.6455446299136899e+18,frame_136.jpeg,0,0,0,0,0,0,1,0,0,0,-282.0,6196.0,-5250.0
1.6455446299644639e+18,frame_137.jpeg,0,0,0,0,0,0,1,0,0,0,-341.0,6236.0,-5271.0
1.645544630011917e+18,frame_138.jpeg,0,0,0,0,0,0,1,0,0,0,-295.0,6218.0,-5307.0
1.645544630062241e+18,frame_139.jpeg,0,0,0,0,0,0,1,0,0,0,-344.0,6262.0,-5250.0
1.645544630110876e+18,frame_140.jpeg,0,0,0,0,0,0,1,0,0,0,-332.0,6285.0,-5235.0
1.6455446301634388e+18,frame_141.jpeg,0,0,0,0,0,0,1,0,0,0,-212.0,6372.0,-5147.0
1.6455446302115663e+18,frame_142.jpeg,0,0,0,0,0,0,1,0,0,0,-206.0,6442.0,-5085.0
1.6455446302657866e+18,frame_143.jpeg,0,0,0,0,0,0,1,0,0,0,-207.0,6450.0,-5101.0
1.6455446303138455e+18,frame_144.jpeg,0,0,0,0,0,0,1,0,0,0,-275.0,6403.0,-5142.0
1.645544630363477e+18,frame_145.jpeg,0,0,0,0,0,0,1,0,0,0,-181.0,6577.0,-5132.0
1.6455446304114708e+18,frame_146.jpeg,0,0,0,0,0,0,1,0,0,0,-339.0,6635.0,-4512.0
1.6455446304660255e+18,frame_147.jpeg,0,0,0,0,0,0,1,0,0,0,-294.0,6609.0,-4839.0
1.6455446305134052e+18,frame_148.jpeg,0,0,0,0,0,0,1,0,0,0,-438.0,6445.0,-5074.0
1.64554463056389e+18,frame_149.jpeg,0,0,0,0,0,0,1,0,0,0,-604.0,6357.0,-5081.0
1.645544630611998e+18,frame_150.jpeg,0,0,0,0,0,0,1,0,0,0,-605.0,6351.0,-5123.0
1.6455446306676534e+18,frame_151.jpeg,0,0,0,0,0,0,1,0,0,0,-504.0,6364.0,-5142.0
1.6455446307124444e+18,frame_152.jpeg,0,0,0,0,0,0,1,0,0,0,-505.0,6347.0,-5118.0
1.6455446307637824e+18,frame_153.jpeg,0,0,0,0,0,0,1,0,0,0,-568.0,6312.0,-5175.0
1.6455446308179464e+18,frame_154.jpeg,0,0,0,0,0,0,1,0,0,0,-609.0,6270.0,-5231.0
1.6455446308618202e+18,frame_155.jpeg,0,0,0,0,0,0,1,0,0,0,-625.0,6278.0,-5231.0
1.645544630913825e+18,frame_156.jpeg,0,0,0,0,0,0,1,0,0,0,-558.0,6275.0,-5220.0
1.6455446309781169e+18,frame_157.jpeg,0,0,0,0,0,0,1,0,0,0,-556.0,6272.0,-5220.0
1.6455446310147361e+18,frame_158.jpeg,0,0,0,0,0,0,1,0,0,0,-570.0,6267.0,-5250.0
1.6455446310639124e+18,frame_159.jpeg,0,0,0,0,0,0,1,0,0,0,-630.0,6248.0,-5254.0
1.6455446311185784e+18,frame_160.jpeg,0,0,0,0,0,0,1,0,0,0,-582.0,6255.0,-5260.0
1.6455446311638034e+18,frame_161.jpeg,0,0,0,0,0,0,1,0,0,0,-545.0,6269.0,-5231.0
1.6455446312153155e+18,frame_162.jpeg,0,0,0,0,0,0,1,0,0,0,-573.0,6260.0,-5230.0
1.645544631263977e+18,frame_163.jpeg,0,0,0,0,0,0,1,0,0,0,-564.0,6284.0,-5282.0
1.645544631317631e+18,frame_164.jpeg,0,0,0,0,0,0,1,0,0,0,-576.0,6240.0,-5225.0
1.6455446313618196e+18,frame_165.jpeg,0,0,0,0,0,0,1,0,0,0,-622.0,6235.0,-5327.0
1.645544631411756e+18,frame_166.jpeg,0,0,0,0,0,0,1,0,0,0,-540.0,6261.0,-5265.0
1.6455446314688579e+18,frame_167.jpeg,0,0,0,0,0,0,1,0,0,0,-606.0,6242.0,-5294.0
1.6455446315131264e+18,frame_168.jpeg,0,0,0,0,0,0,1,0,0,0,-555.0,6257.0,-5234.0
1.6455446315634721e+18,frame_169.jpeg,0,0,0,0,0,0,1,0,0,0,-582.0,6246.0,-5289.0
1.6455446316095468e+18,frame_170.jpeg,0,0,0,0,0,0,1,0,0,0,-606.0,6221.0,-5292.0
1.6455446316660634e+18,frame_171.jpeg,0,0,0,0,0,0,1,0,0,0,-606.0,6224.0,-5319.0
1.6455446317119547e+18,frame_172.jpeg,0,0,0,0,0,0,1,0,0,0,-574.0,6250.0,-5280.0
1.6455446317563126e+18,frame_173.jpeg,0,0,0,0,0,0,1,0,0,0,-567.0,6219.0,-5296.0
1.6455446318130266e+18,frame_174.jpeg,0,0,0,0,0,0,1,0,0,0,-618.0,6236.0,-5323.0
1.6455446318613706e+18,frame_175.jpeg,0,0,0,0,0,0,1,0,0,0,-572.0,6206.0,-5261.0
1.645544631915167e+18,frame_176.jpeg,0,0,0,0,0,0,1,0,0,0,-620.0,6212.0,-5344.0
1.6455446319629804e+18,frame_177.jpeg,0,0,0,0,0,0,1,0,0,0,-600.0,6174.0,-5342.0
1.6455446320171064e+18,frame_178.jpeg,0,0,0,0,0,0,1,0,0,0,-567.0,6219.0,-5293.0
1.6455446320635374e+18,frame_179.jpeg,0,0,0,0,0,0,1,0,0,0,-580.0,6208.0,-5309.0
1.645544632111369e+18,frame_180.jpeg,0,0,0,0,0,0,1,0,0,0,-626.0,6186.0,-5358.0
1.6455446321628321e+18,frame_181.jpeg,0,0,0,0,0,0,1,0,0,0,-543.0,6215.0,-5330.0
1.6455446322145344e+18,frame_182.jpeg,0,0,0,0,0,0,1,0,0,0,-576.0,6209.0,-5306.0
1.6455446322638897e+18,frame_183.jpeg,0,0,0,0,0,0,1,0,0,0,-628.0,6174.0,-5370.0
1.6455446323131638e+18,frame_184.jpeg,0,0,0,0,0,0,1,0,0,0,-602.0,6180.0,-5345.0
1.6455446323643034e+18,frame_185.jpeg,0,0,0,0,0,0,1,0,0,0,-590.0,6186.0,-5353.0
1.645544632412582e+18,frame_186.jpeg,0,0,0,0,0,0,1,0,0,0,-578.0,6206.0,-5348.0
1.6455446324695557e+18,frame_187.jpeg,0,0,0,0,0,0,1,0,0,0,-622.0,6171.0,-5365.0
1.6455446325143068e+18,frame_188.jpeg,0,0,0,0,0,0,1,0,0,0,-578.0,6187.0,-5328.0
1.6455446325691318e+18,frame_189.jpeg,0,0,0,0,0,0,1,0,0,0,-594.0,6182.0,-5383.0
1.645544632614357e+18,frame_190.jpeg,0,0,0,0,0,0,1,0,0,0,-638.0,6172.0,-5420.0
1.6455446326670308e+18,frame_191.jpeg,0,0,0,0,0,0,1,0,0,0,-567.0,6185.0,-5306.0
1.6455446327194388e+18,frame_192.jpeg,0,0,0,0,0,0,1,0,0,0,-625.0,6170.0,-5403.0
1.6455446327693245e+18,frame_193.jpeg,0,0,0,0,0,0,1,0,0,0,-514.0,6209.0,-5203.0
1.6455446328181053e+18,frame_194.jpeg,0,0,0,0,0,0,1,0,0,0,-681.0,6089.0,-5477.0
1.6455446328705257e+18,frame_195.jpeg,0,0,0,0,0,0,1,0,0,0,-712.0,6092.0,-5479.0
1.6455446329163738e+18,frame_196.jpeg,0,0,0,0,0,0,1,0,0,0,-508.0,6221.0,-5277.0
1.645544632970324e+18,frame_197.jpeg,0,0,0,0,0,0,1,0,0,0,-508.0,6242.0,-5346.0
1.6455446330161628e+18,frame_198.jpeg,0,0,0,0,0,0,1,0,0,0,-586.0,6152.0,-5308.0
1.6455446330660462e+18,frame_199.jpeg,0,0,0,0,0,0,1,0,0,0,-648.0,6151.0,-5325.0
1.6455446331176957e+18,frame_200.jpeg,0,0,0,0,0,0,1,0,0,0,-671.0,6096.0,-5434.0
1.6455446331659822e+18,frame_201.jpeg,0,0,0,0,0,0,1,0,0,0,-785.0,6026.0,-5587.0
1.6455446332141594e+18,frame_202.jpeg,0,0,0,0,0,0,1,0,0,0,-547.0,6186.0,-5334.0
1.645544633265914e+18,frame_203.jpeg,0,0,0,0,0,0,1,0,0,0,-416.0,6288.0,-5249.0
1.6455446333135744e+18,frame_204.jpeg,0,0,0,0,0,0,1,0,0,0,-529.0,6230.0,-5316.0
1.645544633370668e+18,frame_205.jpeg,0,0,0,0,0,0,1,0,0,0,-607.0,6133.0,-5305.0
1.645544633416261e+18,frame_206.jpeg,0,0,0,0,0,0,1,0,0,0,-767.0,6078.0,-5480.0
1.6455446334673674e+18,frame_207.jpeg,0,0,0,0,0,0,1,0,0,0,-905.0,5963.0,-5636.0
1.6455446335181706e+18,frame_208.jpeg,0,0,0,0,0,0,1,0,0,0,-756.0,6080.0,-5441.0
1.6455446335706542e+18,frame_209.jpeg,0,0,0,0,0,0,1,0,0,0,-478.0,6218.0,-5298.0
1.645544633613648e+18,frame_210.jpeg,0,0,0,0,0,0,1,0,0,0,-464.0,6204.0,-5322.0
1.6455446336669366e+18,frame_211.jpeg,0,0,0,0,0,0,1,0,0,0,-592.0,6160.0,-5276.0
1.6455446337173998e+18,frame_212.jpeg,0,0,0,0,0,0,1,0,0,0,-785.0,6059.0,-5496.0
1.6455446337709898e+18,frame_213.jpeg,0,0,0,0,0,0,1,0,0,0,-724.0,6062.0,-5512.0
1.6455446338177592e+18,frame_214.jpeg,0,0,0,0,0,0,1,0,0,0,-530.0,6185.0,-5343.0
1.6455446338718144e+18,frame_215.jpeg,0,0,0,0,0,0,1,0,0,0,-472.0,6224.0,-5319.0
1.6455446339137226e+18,frame_216.jpeg,0,0,0,0,0,0,1,0,0,0,-660.0,6116.0,-5410.0
1.645544633972013e+18,frame_217.jpeg,0,0,0,0,0,0,1,0,0,0,-751.0,6047.0,-5455.0
1.6455446340184617e+18,frame_218.jpeg,0,0,0,0,0,0,1,0,0,0,-608.0,6137.0,-5386.0
1.6455446340671583e+18,frame_219.jpeg,0,0,0,0,0,0,1,0,0,0,-608.0,6142.0,-5448.0
1.6455446341188255e+18,frame_220.jpeg,0,0,0,0,0,0,1,0,0,0,-625.0,6115.0,-5398.0
1.645544634174237e+18,frame_221.jpeg,0,0,0,0,0,0,1,0,0,0,-590.0,6152.0,-5416.0
1.6455446342195474e+18,frame_222.jpeg,0,0,0,0,0,0,1,0,0,0,-548.0,6151.0,-5330.0
1.6455446342652157e+18,frame_223.jpeg,0,0,0,0,0,0,1,0,0,0,-728.0,6065.0,-5448.0
1.6455446343202094e+18,frame_224.jpeg,0,0,0,0,0,0,1,0,0,0,-695.0,6076.0,-5462.0
1.645544634375098e+18,frame_225.jpeg,0,0,0,0,0,0,1,0,0,0,-582.0,6159.0,-5371.0
1.6455446344193766e+18,frame_226.jpeg,0,0,0,0,0,0,1,0,0,0,-555.0,6191.0,-5359.0
1.645544634470099e+18,frame_227.jpeg,0,0,0,0,0,0,1,0,0,0,-589.0,6115.0,-5356.0
1.6455446345190474e+18,frame_228.jpeg,0,0,0,0,0,0,1,0,0,0,-698.0,6086.0,-5449.0
1.6455446345685773e+18,frame_229.jpeg,0,0,0,0,0,0,1,0,0,0,-718.0,6033.0,-5461.0
1.6455446346199741e+18,frame_230.jpeg,0,0,0,0,0,0,1,0,0,0,-701.0,6074.0,-5486.0
1.6455446346654653e+18,frame_231.jpeg,0,0,0,0,0,0,1,0,0,0,-665.0,6103.0,-5430.0
1.6455446347196739e+18,frame_232.jpeg,0,0,0,0,0,0,1,0,0,0,-620.0,6115.0,-5405.0
1.645544634768959e+18,frame_233.jpeg,0,0,0,0,0,0,1,0,0,0,-667.0,6109.0,-5419.0
1.6455446348193994e+18,frame_234.jpeg,0,0,0,0,0,0,1,0,0,0,-685.0,6082.0,-5444.0
1.6455446348694433e+18,frame_235.jpeg,0,0,0,0,0,0,1,0,0,0,-714.0,6060.0,-5456.0
1.6455446349200259e+18,frame_236.jpeg,0,0,0,0,0,0,1,0,0,0,-739.0,6051.0,-5508.0
1.6455446349690583e+18,frame_237.jpeg,0,0,0,0,0,0,1,0,0,0,-634.0,6110.0,-5405.0
1.6455446350192125e+18,frame_238.jpeg,0,0,0,0,0,0,1,0,0,0,-542.0,6155.0,-5370.0
1.6455446350706e+18,frame_239.jpeg,0,0,0,0,0,0,1,0,0,0,-632.0,6124.0,-5386.0
1.6455446351201375e+18,frame_240.jpeg,0,0,0,0,0,0,1,0,0,0,-707.0,6066.0,-5482.0
1.6455446351691896e+18,frame_241.jpeg,0,0,0,0,0,0,1,0,0,0,-658.0,6073.0,-5477.0
1.645544635220215e+18,frame_242.jpeg,0,0,0,0,0,0,1,0,0,0,-590.0,6113.0,-5421.0
1.6455446352697377e+18,frame_243.jpeg,0,0,0,0,0,0,1,0,0,0,-645.0,6101.0,-5435.0
1.6455446353211581e+18,frame_244.jpeg,0,0,0,0,0,0,1,0,0,0,-659.0,6080.0,-5447.0
1.6455446353694674e+18,frame_245.jpeg,0,0,0,0,0,0,1,0,0,0,-635.0,6107.0,-5430.0
1.645544635422321e+18,frame_246.jpeg,0,0,0,0,0,0,1,0,0,0,-614.0,6103.0,-5448.0
1.645544635470292e+18,frame_247.jpeg,0,0,0,0,0,0,1,0,0,0,-635.0,6105.0,-5433.0
1.645544635518312e+18,frame_248.jpeg,0,0,0,0,0,0,1,0,0,0,-649.0,6092.0,-5455.0
1.6455446355709105e+18,frame_249.jpeg,0,0,0,0,0,0,1,0,0,0,-662.0,6078.0,-5449.0
1.6455446356206725e+18,frame_250.jpeg,0,0,0,0,0,0,1,0,0,0,-643.0,6099.0,-5438.0
1.6455446356720658e+18,frame_251.jpeg,0,0,0,0,0,0,1,0,0,0,-637.0,6080.0,-5439.0
1.645544635718571e+18,frame_252.jpeg,0,0,0,0,0,0,1,0,0,0,-658.0,6100.0,-5462.0
1.6455446357695862e+18,frame_253.jpeg,0,0,0,0,0,0,1,0,0,0,-633.0,6032.0,-5375.0
1.6455446358215063e+18,frame_254.jpeg,0,0,0,0,0,0,1,0,0,0,-677.0,6056.0,-5479.0
1.6455446358721933e+18,frame_255.jpeg,0,0,0,0,0,0,1,0,0,0,-596.0,6076.0,-5429.0
1.6455446359190843e+18,frame_256.jpeg,0,0,0,0,0,0,1,0,0,0,-626.0,6120.0,-5435.0
1.6455446359742925e+18,frame_257.jpeg,0,0,0,0,0,0,1,0,0,0,-682.0,6075.0,-5483.0
1.645544636019646e+18,frame_258.jpeg,0,0,0,0,0,0,1,0,0,0,-670.0,6050.0,-5487.0
1.6455446360702113e+18,frame_259.jpeg,0,0,0,0,0,0,1,0,0,0,-678.0,6060.0,-5458.0
1.6455446361159183e+18,frame_260.jpeg,0,0,0,0,0,0,1,0,0,0,-674.0,6063.0,-5490.0
1.6455446361718876e+18,frame_261.jpeg,0,0,0,0,0,0,1,0,0,0,-592.0,6101.0,-5431.0
1.6455446362253222e+18,frame_262.jpeg,0,0,0,0,0,0,1,0,0,0,-708.0,6038.0,-5526.0
1.6455446362725565e+18,frame_263.jpeg,0,0,0,0,0,0,1,0,0,0,-539.0,6134.0,-5341.0
1.645544636319694e+18,frame_264.jpeg,0,0,0,0,0,0,1,0,0,0,-484.0,6183.0,-5374.0
1.6455446363719665e+18,frame_265.jpeg,0,0,0,0,0,0,1,0,0,0,-577.0,6105.0,-5448.0
1.6455446364169605e+18,frame_266.jpeg,0,0,0,0,0,0,1,0,0,0,-741.0,6063.0,-5441.0
1.645544636472626e+18,frame_267.jpeg,0,0,0,0,0,0,1,0,0,0,-703.0,6062.0,-5496.0
1.6455446365196915e+18,frame_268.jpeg,0,0,0,0,0,0,1,0,0,0,-705.0,6032.0,-5539.0
1.645544636572656e+18,frame_269.jpeg,0,0,0,0,0,0,1,0,0,0,-729.0,6039.0,-5471.0
1.645544636617587e+18,frame_270.jpeg,0,0,0,0,0,0,1,0,0,0,-667.0,6065.0,-5477.0
1.645544636671864e+18,frame_271.jpeg,0,0,0,0,0,0,1,0,0,0,-532.0,6118.0,-5386.0
1.6455446367145482e+18,frame_272.jpeg,0,0,0,0,0,0,1,0,0,0,-677.0,6047.0,-5500.0
1.6455446367724308e+18,frame_273.jpeg,0,0,0,0,0,0,1,0,0,0,-634.0,6072.0,-5485.0
1.645544636820531e+18,frame_274.jpeg,0,0,0,0,0,0,1,0,0,0,-503.0,6160.0,-5362.0
1.6455446368730737e+18,frame_275.jpeg,0,0,0,0,0,0,1,0,0,0,-573.0,6117.0,-5403.0
1.6455446369221885e+18,frame_276.jpeg,0,0,0,0,0,0,1,0,0,0,-651.0,6088.0,-5494.0
1.645544636968586e+18,frame_277.jpeg,0,0,0,0,0,0,1,0,0,0,-748.0,6011.0,-5580.0
1.6455446370220636e+18,frame_278.jpeg,0,0,0,0,0,0,1,0,0,0,-571.0,6098.0,-5466.0
1.645544637068988e+18,frame_279.jpeg,0,0,0,0,0,0,1,0,0,0,-520.0,6158.0,-5354.0
1.6455446371197734e+18,frame_280.jpeg,0,0,0,0,0,0,1,0,0,0,-579.0,6108.0,-5423.0
1.6455446371720906e+18,frame_281.jpeg,0,0,0,0,0,0,1,0,0,0,-657.0,6080.0,-5485.0
1.6455446372198513e+18,frame_282.jpeg,0,0,0,0,0,0,1,0,0,0,-592.0,6095.0,-5412.0
1.6455446372682836e+18,frame_283.jpeg,0,0,0,0,0,0,1,0,0,0,-622.0,6083.0,-5462.0
1.6455446373250414e+18,frame_284.jpeg,0,0,0,0,0,0,1,0,0,0,-652.0,6064.0,-5471.0
1.6455446373682565e+18,frame_285.jpeg,0,0,0,0,0,0,1,0,0,0,-689.0,6057.0,-5487.0
1.6455446374225492e+18,frame_286.jpeg,0,0,0,0,0,0,1,0,0,0,-630.0,6081.0,-5474.0
1.6455446374690406e+18,frame_287.jpeg,0,0,0,0,0,0,1,0,0,0,-607.0,6079.0,-5412.0
1.6455446375233318e+18,frame_288.jpeg,0,0,0,0,0,0,1,0,0,0,-644.0,6072.0,-5467.0
1.6455446375640417e+18,frame_289.jpeg,0,0,0,0,0,0,1,0,0,0,-659.0,6055.0,-5514.0
1.6455446376281948e+18,frame_290.jpeg,0,0,0,0,0,0,1,0,0,0,-612.0,6092.0,-5456.0
1.6455446376696604e+18,frame_291.jpeg,0,0,0,0,0,0,1,0,0,0,-605.0,6085.0,-5454.0
1.645544637723381e+18,frame_292.jpeg,0,0,0,0,0,0,1,0,0,0,-623.0,6096.0,-5458.0
1.6455446377663718e+18,frame_293.jpeg,0,0,0,0,0,0,1,0,0,0,-608.0,6099.0,-5492.0
1.6455446378263939e+18,frame_294.jpeg,0,0,0,0,0,0,1,0,0,0,-596.0,6123.0,-5442.0
1.645544637865952e+18,frame_295.jpeg,0,0,0,0,0,0,1,0,0,0,-640.0,6048.0,-5460.0
1.6455446379262077e+18,frame_296.jpeg,0,0,0,0,0,0,1,0,0,0,-698.0,6026.0,-5526.0
1.6455446379710193e+18,frame_297.jpeg,0,0,0,0,0,0,1,0,0,0,-707.0,5967.0,-5564.0
1.6455446380225953e+18,frame_298.jpeg,0,0,0,0,0,0,1,0,0,0,-734.0,5924.0,-5609.0
1.6455446380781763e+18,frame_299.jpeg,0,0,0,0,0,0,1,0,0,0,-829.0,5916.0,-5709.0
