timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY2_RIGHT
1.6455431777889577e+18,frame_2152.jpeg,3174.0,1056.0,-6980.0,1
1.6455431778354015e+18,frame_2153.jpeg,3641.0,1566.0,-7168.0,1
1.6455431778888512e+18,frame_2154.jpeg,2677.0,2083.0,-7204.0,1
1.645543177936574e+18,frame_2155.jpeg,2757.0,1705.0,-7675.0,1
1.64554317799098e+18,frame_2156.jpeg,3673.0,1470.0,-6851.0,1
1.6455431780361462e+18,frame_2157.jpeg,4258.0,1191.0,-7058.0,1
1.645543178091431e+18,frame_2158.jpeg,4898.0,1023.0,-7155.0,1
1.6455431781292833e+18,frame_2159.jpeg,2515.0,1617.0,-6832.0,1
1.6455431782195116e+18,frame_2160.jpeg,2465.0,1787.0,-6881.0,1
1.6455431782348918e+18,frame_2161.jpeg,3186.0,1155.0,-6590.0,1
1.6455431782886083e+18,frame_2162.jpeg,2483.0,1470.0,-7890.0,1
1.645543178335906e+18,frame_2163.jpeg,2673.0,634.0,-7607.0,1
1.6455431783873224e+18,frame_2164.jpeg,3034.0,1962.0,-7335.0,1
1.6455431784378698e+18,frame_2165.jpeg,2526.0,1640.0,-6876.0,1
1.6455431784854543e+18,frame_2166.jpeg,3121.0,1287.0,-7681.0,1
1.6455431785385833e+18,frame_2167.jpeg,3227.0,1521.0,-7219.0,1
1.6455431785874179e+18,frame_2168.jpeg,2876.0,1562.0,-7261.0,1
1.6455431786410284e+18,frame_2169.jpeg,3119.0,1468.0,-7341.0,1
1.6455431786886208e+18,frame_2170.jpeg,3214.0,1672.0,-7601.0,1
1.6455431787317402e+18,frame_2171.jpeg,2213.0,2710.0,-7254.0,1
1.645543178789712e+18,frame_2172.jpeg,633.0,5282.0,-7943.0,1
1.645543178845263e+18,frame_2173.jpeg,867.0,7140.0,-8795.0,1
1.6455431788869228e+18,frame_2174.jpeg,1153.0,6159.0,-6702.0,1
1.6455431789269737e+18,frame_2175.jpeg,1825.0,3673.0,-4254.0,1
1.6455431789956736e+18,frame_2176.jpeg,1977.0,3377.0,-3890.0,1
1.645543179039291e+18,frame_2177.jpeg,4379.0,1387.0,-1150.0,1
1.645543179090236e+18,frame_2178.jpeg,6113.0,3996.0,-7305.0,1
1.6455431791372977e+18,frame_2179.jpeg,3214.0,3561.0,-8476.0,1
1.6455431832433272e+18,frame_2261.jpeg,10952.0,1875.0,3192.0,1
1.6455431832954668e+18,frame_2262.jpeg,1331.0,1605.0,941.0,1
1.6455431833456484e+18,frame_2263.jpeg,-607.0,1864.0,-1100.0,1
1.645543183392605e+18,frame_2264.jpeg,-4471.0,2203.0,-2641.0,1
1.6455431834427855e+18,frame_2265.jpeg,-6711.0,2553.0,-5625.0,1
1.645543183483176e+18,frame_2266.jpeg,-4353.0,856.0,-5410.0,1
1.645543183520707e+18,frame_2267.jpeg,-3997.0,577.0,-5390.0,1
1.645543183596621e+18,frame_2268.jpeg,-4015.0,588.0,-5382.0,1
1.6455431836446876e+18,frame_2269.jpeg,7655.0,1357.0,-6747.0,1
1.6455431836919352e+18,frame_2270.jpeg,7397.0,1712.0,-7277.0,1
1.6455431837433285e+18,frame_2271.jpeg,6074.0,2584.0,-7058.0,1
1.6455431837961756e+18,frame_2272.jpeg,3412.0,3685.0,-6296.0,1
1.645543183843331e+18,frame_2273.jpeg,4772.0,4695.0,-6706.0,1
1.6455431838950244e+18,frame_2274.jpeg,6115.0,4330.0,-4541.0,1
1.645543183946017e+18,frame_2275.jpeg,5723.0,3849.0,-4430.0,1
1.6455431839947855e+18,frame_2276.jpeg,5261.0,4508.0,-3529.0,1
1.645543184050002e+18,frame_2277.jpeg,5188.0,4601.0,-3240.0,1
1.6455431840956227e+18,frame_2278.jpeg,4872.0,5253.0,-3613.0,1
1.645543184145274e+18,frame_2279.jpeg,4956.0,5269.0,-4636.0,1
1.6455431841961405e+18,frame_2280.jpeg,2459.0,5620.0,-5062.0,1
1.6455431842437455e+18,frame_2281.jpeg,3206.0,6078.0,-5656.0,1
1.645543184295851e+18,frame_2282.jpeg,3741.0,5869.0,-5186.0,1
1.6455431843436275e+18,frame_2283.jpeg,4172.0,5759.0,-5090.0,1
1.6455431843947182e+18,frame_2284.jpeg,4099.0,5050.0,-4428.0,1
1.6455431844444744e+18,frame_2285.jpeg,5069.0,4944.0,-4576.0,1
1.6455431844965821e+18,frame_2286.jpeg,5004.0,4921.0,-4603.0,1
1.64554318454366e+18,frame_2287.jpeg,4537.0,4955.0,-4728.0,1
1.6455431845955748e+18,frame_2288.jpeg,4154.0,4865.0,-4787.0,1
1.645543184643496e+18,frame_2289.jpeg,3931.0,4835.0,-4923.0,1
1.6455431846937265e+18,frame_2290.jpeg,4326.0,4845.0,-4859.0,1
1.6455431847436695e+18,frame_2291.jpeg,4073.0,4693.0,-4888.0,1
1.6455431847939886e+18,frame_2292.jpeg,4569.0,4755.0,-4911.0,1
1.6455431848430853e+18,frame_2293.jpeg,4395.0,4728.0,-4700.0,1
1.6455431848983165e+18,frame_2294.jpeg,4041.0,4710.0,-4715.0,1
1.645543184943587e+18,frame_2295.jpeg,3951.0,4872.0,-4998.0,1
1.6455431849985037e+18,frame_2296.jpeg,3921.0,4648.0,-5172.0,1
1.645543185044047e+18,frame_2297.jpeg,4075.0,4655.0,-5209.0,1
1.6455431850908431e+18,frame_2298.jpeg,4041.0,4699.0,-5170.0,1
1.6455431851494797e+18,frame_2299.jpeg,3870.0,4622.0,-4975.0,1
1.645543185199555e+18,frame_2300.jpeg,4272.0,4663.0,-5046.0,1
1.6455431852492764e+18,frame_2301.jpeg,3839.0,4975.0,-5041.0,1
1.6455431852998876e+18,frame_2302.jpeg,3604.0,5364.0,-5368.0,1
1.6455431853490883e+18,frame_2303.jpeg,2893.0,5253.0,-5474.0,1
1.6455431853965716e+18,frame_2304.jpeg,3412.0,4747.0,-4925.0,1
1.645543185450168e+18,frame_2305.jpeg,4378.0,3564.0,-4583.0,1
1.64554318549568e+18,frame_2306.jpeg,4092.0,3498.0,-4930.0,1
1.6455431855499136e+18,frame_2307.jpeg,5084.0,3430.0,-5342.0,1
1.645543185592642e+18,frame_2308.jpeg,3278.0,3160.0,-5942.0,1
1.645543185654314e+18,frame_2309.jpeg,4585.0,3179.0,-6932.0,1
1.6455431856970025e+18,frame_2310.jpeg,3513.0,3198.0,-6756.0,1
1.6455431857226468e+18,frame_2311.jpeg,2494.0,3631.0,-7799.0,1
1.6455431857226468e+18,frame_2312.jpeg,2494.0,3631.0,-7799.0,1
1.6455431859488384e+18,frame_2313.jpeg,2462.0,3395.0,-8010.0,1
1.6455431859488384e+18,frame_2314.jpeg,2462.0,3395.0,-8010.0,1
1.6455431859488384e+18,frame_2315.jpeg,2462.0,3395.0,-8010.0,1
1.6455431859928666e+18,frame_2316.jpeg,1501.0,4265.0,-7447.0,1
1.6455431860476178e+18,frame_2317.jpeg,322.0,5472.0,-7820.0,1
1.645543186098072e+18,frame_2318.jpeg,148.0,7655.0,-7495.0,1
1.6455431861476836e+18,frame_2319.jpeg,1984.0,9681.0,-6847.0,1
1.6455431861960084e+18,frame_2320.jpeg,1529.0,8344.0,-4272.0,1
1.64554318625896e+18,frame_2321.jpeg,2264.0,6260.0,-2404.0,1
1.6455431862944678e+18,frame_2322.jpeg,4738.0,2435.0,-1806.0,1
1.6455431863409733e+18,frame_2323.jpeg,5116.0,1849.0,-3280.0,1
1.6455431863409733e+18,frame_2324.jpeg,5116.0,1849.0,-3280.0,1
1.6455431864569265e+18,frame_2325.jpeg,5135.0,1906.0,-3501.0,1
1.645543186496337e+18,frame_2326.jpeg,-263.0,2815.0,-7554.0,1
1.645543186548552e+18,frame_2327.jpeg,-533.0,6171.0,-9348.0,1
1.6455431865924966e+18,frame_2328.jpeg,-381.0,5640.0,-9540.0,1
1.6455431866483284e+18,frame_2329.jpeg,-368.0,5065.0,-7406.0,1
1.645543186696309e+18,frame_2330.jpeg,-1469.0,5305.0,-6713.0,1
1.645543186748256e+18,frame_2331.jpeg,-1553.0,6407.0,-5739.0,1
1.645543186796456e+18,frame_2332.jpeg,-1801.0,6649.0,-6238.0,1
1.6455431868492872e+18,frame_2333.jpeg,-1851.0,5725.0,-6129.0,1
1.6455431869023183e+18,frame_2334.jpeg,430.0,4395.0,-6490.0,1
1.6455431869485742e+18,frame_2335.jpeg,1475.0,4219.0,-6330.0,1
1.645543187000731e+18,frame_2336.jpeg,3276.0,2841.0,-7804.0,1
1.6455431870463314e+18,frame_2337.jpeg,4384.0,1131.0,-8102.0,1
1.6455431870958638e+18,frame_2338.jpeg,5198.0,363.0,-7702.0,1
