timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, ASSEMBLY2_RIGHT
1.644932034751259e+18,frame_3218.jpeg,3087.0,6434.0,-4605.0,1
1.6449320347945354e+18,frame_3219.jpeg,2902.0,5485.0,-5341.0,1
1.6449320348497856e+18,frame_3220.jpeg,2973.0,5101.0,-3608.0,1
1.6449320348958044e+18,frame_3221.jpeg,4659.0,5755.0,-5218.0,1
1.6449320349411039e+18,frame_3222.jpeg,4504.0,5732.0,-5221.0,1
1.6449320349928686e+18,frame_3223.jpeg,4367.0,5752.0,-5278.0,1
1.6449320350503306e+18,frame_3224.jpeg,4336.0,5753.0,-5359.0,1
1.6449320350949821e+18,frame_3225.jpeg,9433.0,5240.0,-2167.0,1
1.644932035149573e+18,frame_3226.jpeg,9624.0,4461.0,-351.0,1
1.6449320351993167e+18,frame_3227.jpeg,9776.0,4071.0,1008.0,1
1.6449320352497034e+18,frame_3228.jpeg,8539.0,3007.0,2130.0,1
1.6449320352972815e+18,frame_3229.jpeg,7490.0,1913.0,2836.0,1
1.644932035350981e+18,frame_3230.jpeg,6432.0,1144.0,2691.0,1
1.644932035399136e+18,frame_3231.jpeg,4724.0,-365.0,2131.0,1
1.6449320354537144e+18,frame_3232.jpeg,3022.0,-1240.0,359.0,1
1.6449320357953464e+18,frame_3239.jpeg,3171.0,-7233.0,-1520.0,1
1.6449320358467154e+18,frame_3240.jpeg,5406.0,-2073.0,3423.0,1
1.6449320358978253e+18,frame_3241.jpeg,8762.0,3316.0,2439.0,1
1.644932035949386e+18,frame_3242.jpeg,7000.0,5701.0,-1577.0,1
1.6449320360003139e+18,frame_3243.jpeg,6321.0,6230.0,-4864.0,1
1.644932036049384e+18,frame_3244.jpeg,5567.0,5237.0,-6296.0,1
1.6449320361028923e+18,frame_3245.jpeg,4385.0,4018.0,-8162.0,1
1.6449320361507602e+18,frame_3246.jpeg,4692.0,3429.0,-9363.0,1
1.6449320361987817e+18,frame_3247.jpeg,4900.0,1795.0,-8218.0,1
1.6449320362508255e+18,frame_3248.jpeg,3862.0,1823.0,-6675.0,1
1.6449320363032353e+18,frame_3249.jpeg,3280.0,2313.0,-6359.0,1
1.644932036350991e+18,frame_3250.jpeg,4242.0,3011.0,-5458.0,1
1.644932036403327e+18,frame_3251.jpeg,4926.0,3747.0,-5611.0,1
1.6449320364509834e+18,frame_3252.jpeg,3419.0,3436.0,-6522.0,1
1.6449320365051505e+18,frame_3253.jpeg,3386.0,2740.0,-6225.0,1
1.6449320365474862e+18,frame_3254.jpeg,3056.0,2174.0,-6745.0,1
1.6449320365979604e+18,frame_3255.jpeg,2858.0,1411.0,-7373.0,1
1.6449320366505208e+18,frame_3256.jpeg,3147.0,1386.0,-6921.0,1
1.644932036701172e+18,frame_3257.jpeg,3724.0,1507.0,-7136.0,1
1.644932036750601e+18,frame_3258.jpeg,2514.0,1669.0,-7702.0,1
1.644932036805955e+18,frame_3259.jpeg,2443.0,2034.0,-7446.0,1
1.6449320368502794e+18,frame_3260.jpeg,3195.0,1480.0,-7379.0,1
1.6449320368977874e+18,frame_3261.jpeg,3756.0,293.0,-6977.0,1
1.6449320369520817e+18,frame_3262.jpeg,3834.0,-30.0,-6844.0,1
1.6449320370002967e+18,frame_3263.jpeg,3685.0,132.0,-6824.0,1
1.6449320370512248e+18,frame_3264.jpeg,3941.0,364.0,-6924.0,1
1.6449320371029253e+18,frame_3265.jpeg,3968.0,174.0,-6742.0,1
1.6449320371516777e+18,frame_3266.jpeg,4389.0,161.0,-6718.0,1
1.6449320372004884e+18,frame_3267.jpeg,4117.0,112.0,-6797.0,1
1.6449320372503834e+18,frame_3268.jpeg,4122.0,-34.0,-6722.0,1
1.6449320373055252e+18,frame_3269.jpeg,4105.0,-372.0,-6575.0,1
1.644932037349475e+18,frame_3270.jpeg,4419.0,-1094.0,-6441.0,1
1.6449320374006016e+18,frame_3271.jpeg,4561.0,-905.0,-6528.0,1
1.6449320374473882e+18,frame_3272.jpeg,4462.0,-498.0,-6719.0,1
1.6449320375041587e+18,frame_3273.jpeg,4456.0,-458.0,-6565.0,1
1.644932037550999e+18,frame_3274.jpeg,4592.0,-168.0,-6201.0,1
1.6449320375984072e+18,frame_3275.jpeg,4662.0,-101.0,-5852.0,1
1.6449320376537692e+18,frame_3276.jpeg,4783.0,-412.0,-5547.0,1
1.644932037701254e+18,frame_3277.jpeg,5045.0,-592.0,-5464.0,1
1.6449320377503273e+18,frame_3278.jpeg,5493.0,-515.0,-5373.0,1
1.644932037805166e+18,frame_3279.jpeg,6283.0,-378.0,-5197.0,1
1.6449320378509893e+18,frame_3280.jpeg,6337.0,-295.0,-5005.0,1
1.6449320379017938e+18,frame_3281.jpeg,6414.0,-209.0,-4820.0,1
1.644932037954701e+18,frame_3282.jpeg,6369.0,-180.0,-4488.0,1
1.644932038000571e+18,frame_3283.jpeg,6777.0,1.0,-4173.0,1
1.6449320380549437e+18,frame_3284.jpeg,6751.0,340.0,-3739.0,1
1.6449320381040353e+18,frame_3285.jpeg,6785.0,639.0,-3124.0,1
1.644932038153962e+18,frame_3286.jpeg,6514.0,824.0,-2149.0,1
1.644932038199752e+18,frame_3287.jpeg,7018.0,757.0,-2006.0,1
1.644932038255268e+18,frame_3288.jpeg,8024.0,975.0,-2751.0,1
1.644932038300435e+18,frame_3289.jpeg,8385.0,1104.0,-3893.0,1
1.6449320383561231e+18,frame_3290.jpeg,7821.0,1755.0,-4710.0,1
1.6449320383996342e+18,frame_3291.jpeg,7160.0,1792.0,-4648.0,1
1.6449320384553216e+18,frame_3292.jpeg,7230.0,1875.0,-4151.0,1
1.644932038499917e+18,frame_3293.jpeg,7159.0,1783.0,-3846.0,1
1.6449320385472415e+18,frame_3294.jpeg,7055.0,1940.0,-3675.0,1
1.6449320386018007e+18,frame_3295.jpeg,7009.0,2250.0,-3717.0,1
1.6449320386358067e+18,frame_3296.jpeg,6870.0,2534.0,-3758.0,1
1.6449320386728558e+18,frame_3297.jpeg,6860.0,2613.0,-3737.0,1
1.644932038816681e+18,frame_3298.jpeg,6871.0,2703.0,-3699.0,1
1.644932038816681e+18,frame_3299.jpeg,6871.0,2703.0,-3699.0,1
1.6449320388636073e+18,frame_3300.jpeg,6888.0,2793.0,-3647.0,1
1.6449320389070753e+18,frame_3301.jpeg,6875.0,2860.0,-3614.0,1
1.6449320389521055e+18,frame_3302.jpeg,6707.0,2826.0,-3650.0,1
1.6449320389998198e+18,frame_3303.jpeg,6254.0,2175.0,-4321.0,1
1.6449320390566943e+18,frame_3304.jpeg,6757.0,3030.0,-5126.0,1
1.6449320391018143e+18,frame_3305.jpeg,3806.0,4350.0,-6896.0,1
1.6449320391523348e+18,frame_3306.jpeg,2168.0,3662.0,-7320.0,1
