timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, PICKUP_LEFT
1.645022983942635e+18,frame_1223.jpeg,1669.0,-969.0,936.0,1
1.645022984004708e+18,frame_1224.jpeg,3007.0,-1346.0,1376.0,1
1.6450229840447342e+18,frame_1225.jpeg,3973.0,-1508.0,126.0,1
1.645022984097011e+18,frame_1226.jpeg,7025.0,-3054.0,-1056.0,1
1.645022984141817e+18,frame_1227.jpeg,9646.0,-2098.0,-483.0,1
1.6450229842109952e+18,frame_1228.jpeg,11279.0,-1621.0,950.0,1
1.6450229842421937e+18,frame_1229.jpeg,13263.0,1339.0,1493.0,1
1.6450229842961193e+18,frame_1230.jpeg,11693.0,2695.0,3158.0,1
1.6450229843668708e+18,frame_1231.jpeg,11085.0,3045.0,3314.0,1
1.6450229843668708e+18,frame_1232.jpeg,11085.0,3045.0,3314.0,1
1.6450229844431951e+18,frame_1233.jpeg,10159.0,3675.0,3363.0,1
1.6450229844935834e+18,frame_1234.jpeg,4883.0,6745.0,3383.0,1
