timestamp,File Name,ASSEMBLY1_BIMANUAL,ASSEMBLY2_RIGHT,BOLT_LEFT,BOLT_RIGHT,DELIVERY_BIMANUAL,DELIVERY_RIGHT,HANDOVER_LEFT,IDLE,PICKUP_LEFT,PICKUP_LEFT-START,PICKUP_RIGHT,SCREW_RIGHT
1644932420831262111,frame_10930.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932420883259057,frame_10931.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932420931451082,frame_10932.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932420984699010,frame_10933.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421031630992,frame_10934.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421084675073,frame_10935.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421130845069,frame_10936.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421182842969,frame_10937.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421231188058,frame_10938.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421284513950,frame_10939.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421330828905,frame_10940.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421382075071,frame_10941.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421431334018,frame_10942.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421483578920,frame_10943.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421531984090,frame_10944.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421583489894,frame_10945.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421631283998,frame_10946.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421684189081,frame_10947.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421729790925,frame_10948.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421784326076,frame_10949.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421831474065,frame_10950.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421882904052,frame_10951.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421931446075,frame_10952.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932421983333110,frame_10953.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422032196044,frame_10954.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422084412097,frame_10955.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422131138086,frame_10956.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422183398962,frame_10957.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422232398033,frame_10958.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422283917903,frame_10959.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422335038900,frame_10960.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422384131908,frame_10961.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422436518907,frame_10962.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422483666896,frame_10963.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422536205053,frame_10964.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422584724903,frame_10965.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422635396957,frame_10966.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422683424949,frame_10967.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422734119892,frame_10968.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422783976078,frame_10969.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422836380958,frame_10970.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422884215116,frame_10971.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422936249017,frame_10972.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932422984653949,frame_10973.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423036124944,frame_10974.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423082592964,frame_10975.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423135649919,frame_10976.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423183253049,frame_10977.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423236298084,frame_10978.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423284168004,frame_10979.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423334887981,frame_10980.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423384546041,frame_10981.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423435746908,frame_10982.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423483015060,frame_10983.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423535573005,frame_10984.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423583348035,frame_10985.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423635617971,frame_10986.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423683549880,frame_10987.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423734478950,frame_10988.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423783309936,frame_10989.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423835777044,frame_10990.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423888259887,frame_10991.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423936065912,frame_10992.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932423987374067,frame_10993.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424035655021,frame_10994.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424087657928,frame_10995.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424136668920,frame_10996.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424189229965,frame_10997.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424235186100,frame_10998.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424287695884,frame_10999.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424335542917,frame_11000.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424387487888,frame_11001.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424436022043,frame_11002.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424487760066,frame_11003.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424535286903,frame_11004.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424587129116,frame_11005.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424635462999,frame_11006.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424687541007,frame_11007.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424734350919,frame_11008.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424788599967,frame_11009.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424835397005,frame_11010.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424887257099,frame_11011.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424935210943,frame_11012.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932424988365888,frame_11013.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425034589052,frame_11014.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425089129924,frame_11015.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425135598897,frame_11016.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425187541007,frame_11017.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425235435962,frame_11018.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425287151098,frame_11019.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425336129903,frame_11020.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425388205051,frame_11021.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425435422897,frame_11022.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425487427949,frame_11023.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425539937019,frame_11024.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425587487936,frame_11025.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425639847993,frame_11026.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425688015937,frame_11027.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425739645004,frame_11028.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425787189006,frame_11029.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425841162919,frame_11030.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425887337923,frame_11031.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425939838886,frame_11032.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932425988440990,frame_11033.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426039798021,frame_11034.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426087181091,frame_11035.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426139074087,frame_11036.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426187026023,frame_11037.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426240024089,frame_11038.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932426287235021,frame_11039.jpeg,0,0,0,0,0,0,0,1,0,0,0,0
1644932447314737081,frame_11459.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447363384008,frame_11460.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447415286064,frame_11461.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447463515996,frame_11462.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447515544891,frame_11463.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447563231945,frame_11464.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447615293979,frame_11465.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447663212060,frame_11466.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447716281890,frame_11467.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447763617992,frame_11468.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447815007925,frame_11469.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447862613916,frame_11470.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447915102958,frame_11471.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932447962970018,frame_11472.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448015104055,frame_11473.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448067977905,frame_11474.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448114527940,frame_11475.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448168694972,frame_11476.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448215965032,frame_11477.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448267932891,frame_11478.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448314966917,frame_11479.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448367877006,frame_11480.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448415715932,frame_11481.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448468372106,frame_11482.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448514704942,frame_11483.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448567291975,frame_11484.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448615757942,frame_11485.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448667862892,frame_11486.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448714247941,frame_11487.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448768245935,frame_11488.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448816044092,frame_11489.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448867911100,frame_11490.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448915855884,frame_11491.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932448967701911,frame_11492.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449015572071,frame_11493.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449067914009,frame_11494.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449115295886,frame_11495.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449168895959,frame_11496.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449215606927,frame_11497.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449268208980,frame_11498.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449316078901,frame_11499.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449367712974,frame_11500.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449417085886,frame_11501.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449468754053,frame_11502.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449516974925,frame_11503.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449567611932,frame_11504.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449616734981,frame_11505.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449666722059,frame_11506.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449719295978,frame_11507.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449768063068,frame_11508.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449820461988,frame_11509.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449867532014,frame_11510.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449920587062,frame_11511.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932449968377113,frame_11512.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450019253015,frame_11513.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450067037105,frame_11514.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450120132923,frame_11515.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450167851924,frame_11516.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450220062017,frame_11517.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450266486883,frame_11518.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450318578004,frame_11519.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450367566108,frame_11520.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450420314073,frame_11521.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450467371940,frame_11522.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450519202947,frame_11523.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450566888093,frame_11524.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450617360115,frame_11525.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450667638063,frame_11526.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450720279932,frame_11527.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450766844987,frame_11528.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932450819732904,frame_11529.jpeg,0,0,1,0,0,0,0,0,0,0,0,0
1644932451872119903,frame_11550.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932451919945955,frame_11551.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932451971467018,frame_11552.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452019856929,frame_11553.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452070853948,frame_11554.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452120702981,frame_11555.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452172732114,frame_11556.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452220494031,frame_11557.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452271220922,frame_11558.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452319504976,frame_11559.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452371397018,frame_11560.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
1644932452420507907,frame_11561.jpeg,0,0,0,0,0,1,0,0,0,0,0,0
