timestamp,File Name, ASSEMBLY1_BIMANUAL, ASSEMBLY2_BIMANUAL, ASSEMBLY2_LEFT, BOLT_RIGHT, DELIVERY_BIMANUAL, DELIVERY_RIGHT, HANDOVER_RIGHT, IDLE_BIMANUAL, PICKUP_LEFT, PICKUP_RIGHT, SCREW_BIMANUAL, SCREW_RIGHT,a_left_backPose,b_left_backPose,c_left_backPose
1.6450229250193958e+18,frame_46.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1611.0,2420.0,-7460.0
1.6450229250693655e+18,frame_47.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1633.0,2417.0,-7445.0
1.6450229251182108e+18,frame_48.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1628.0,2428.0,-7461.0
1.6450229251713654e+18,frame_49.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1623.0,2428.0,-7458.0
1.6450229252185377e+18,frame_50.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1651.0,2412.0,-7459.0
1.645022925270358e+18,frame_51.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1664.0,2432.0,-7435.0
1.645022925319756e+18,frame_52.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1635.0,2429.0,-7474.0
1.6450229253637202e+18,frame_53.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1664.0,2428.0,-7443.0
1.6450229254188306e+18,frame_54.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1633.0,2437.0,-7443.0
1.6450229254688689e+18,frame_55.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1667.0,2435.0,-7456.0
1.6450229255201974e+18,frame_56.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1643.0,2447.0,-7444.0
1.6450229255700826e+18,frame_57.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1679.0,2420.0,-7441.0
1.6450229256189143e+18,frame_58.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1653.0,2437.0,-7453.0
1.6450229256685023e+18,frame_59.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1668.0,2449.0,-7464.0
1.6450229257148403e+18,frame_60.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1679.0,2440.0,-7433.0
1.6450229257702776e+18,frame_61.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1682.0,2444.0,-7444.0
1.6450229258183624e+18,frame_62.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1673.0,2447.0,-7418.0
1.6450229258678684e+18,frame_63.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1714.0,2429.0,-7431.0
1.6450229259194962e+18,frame_64.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1700.0,2422.0,-7434.0
1.6450229259685412e+18,frame_65.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1709.0,2417.0,-7429.0
1.6450229260152863e+18,frame_66.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1742.0,2411.0,-7431.0
1.6450229260691016e+18,frame_67.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1733.0,2406.0,-7431.0
1.645022926123019e+18,frame_68.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1744.0,2403.0,-7413.0
1.64502292616723e+18,frame_69.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1764.0,2398.0,-7421.0
1.6450229262240015e+18,frame_70.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1751.0,2384.0,-7435.0
1.6450229262681654e+18,frame_71.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1743.0,2389.0,-7455.0
1.6450229263200338e+18,frame_72.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1793.0,2373.0,-7447.0
1.6450229263669647e+18,frame_73.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1765.0,2380.0,-7430.0
1.645022926423357e+18,frame_74.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1779.0,2358.0,-7437.0
1.6450229264680095e+18,frame_75.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1773.0,2374.0,-7447.0
1.6450229265187425e+18,frame_76.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1780.0,2360.0,-7443.0
1.6450229265681623e+18,frame_77.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1756.0,2379.0,-7448.0
1.6450229266238623e+18,frame_78.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1754.0,2398.0,-7435.0
1.6450229266821742e+18,frame_79.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1767.0,2391.0,-7431.0
1.645022926719911e+18,frame_80.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1758.0,2378.0,-7434.0
1.6450229267716529e+18,frame_81.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1740.0,2415.0,-7436.0
1.6450229268179512e+18,frame_82.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1749.0,2424.0,-7430.0
1.645022926867586e+18,frame_83.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1796.0,2407.0,-7396.0
1.64502292692004e+18,frame_84.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1765.0,2421.0,-7419.0
1.6450229269674043e+18,frame_85.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1763.0,2422.0,-7423.0
1.6450229270204508e+18,frame_86.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1791.0,2429.0,-7391.0
1.6450229270677642e+18,frame_87.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1777.0,2446.0,-7408.0
1.6450229271189256e+18,frame_88.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1769.0,2454.0,-7390.0
1.6450229271715218e+18,frame_89.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1780.0,2441.0,-7401.0
1.645022927222882e+18,frame_90.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1797.0,2447.0,-7407.0
1.6450229272655e+18,frame_91.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1786.0,2459.0,-7404.0
1.6450229273231316e+18,frame_92.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1810.0,2462.0,-7403.0
1.645022927368564e+18,frame_93.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1814.0,2456.0,-7395.0
1.645022927420946e+18,frame_94.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1809.0,2472.0,-7394.0
1.6450229274723123e+18,frame_95.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1824.0,2457.0,-7379.0
1.645022927518899e+18,frame_96.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1825.0,2449.0,-7394.0
1.645022927571047e+18,frame_97.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1806.0,2449.0,-7411.0
1.6450229276213368e+18,frame_98.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1799.0,2428.0,-7408.0
1.6450229276722115e+18,frame_99.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1805.0,2407.0,-7404.0
1.6450229277196987e+18,frame_100.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1840.0,2383.0,-7400.0
1.645022927773286e+18,frame_101.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2382.0,-7403.0
1.6450229278201423e+18,frame_102.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2367.0,-7413.0
1.6450229278720133e+18,frame_103.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2341.0,-7417.0
1.6450229279207357e+18,frame_104.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1847.0,2344.0,-7431.0
1.6450229279761418e+18,frame_105.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1876.0,2335.0,-7428.0
1.64502292802128e+18,frame_106.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1860.0,2317.0,-7435.0
1.6450229280719421e+18,frame_107.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1877.0,2318.0,-7439.0
1.6450229281215887e+18,frame_108.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1888.0,2305.0,-7429.0
1.6450229281721073e+18,frame_109.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1885.0,2311.0,-7441.0
1.6450229282212383e+18,frame_110.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1867.0,2323.0,-7436.0
1.6450229282749947e+18,frame_111.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1875.0,2317.0,-7427.0
1.645022928320409e+18,frame_112.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1867.0,2330.0,-7437.0
1.6450229283728865e+18,frame_113.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1865.0,2318.0,-7403.0
1.6450229284194196e+18,frame_114.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1867.0,2342.0,-7433.0
1.645022928474895e+18,frame_115.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1851.0,2352.0,-7420.0
1.6450229285211016e+18,frame_116.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1872.0,2356.0,-7386.0
1.645022928576066e+18,frame_117.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1878.0,2351.0,-7411.0
1.6450229286169185e+18,frame_118.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1854.0,2377.0,-7420.0
1.6450229286720049e+18,frame_119.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1869.0,2365.0,-7414.0
1.6450229287209354e+18,frame_120.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1848.0,2371.0,-7407.0
1.6450229287700431e+18,frame_121.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1873.0,2376.0,-7415.0
1.6450229288192015e+18,frame_122.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1861.0,2394.0,-7425.0
1.6450229288763456e+18,frame_123.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1876.0,2388.0,-7402.0
1.6450229289185938e+18,frame_124.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1862.0,2404.0,-7408.0
1.64502292897694e+18,frame_125.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1851.0,2407.0,-7401.0
1.6450229290202514e+18,frame_126.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1878.0,2402.0,-7369.0
1.6450229290713997e+18,frame_127.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1858.0,2396.0,-7377.0
1.64502292912519e+18,frame_128.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2424.0,-7371.0
1.6450229291762813e+18,frame_129.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1862.0,2415.0,-7402.0
1.6450229292245384e+18,frame_130.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1843.0,2417.0,-7423.0
1.6450229292702467e+18,frame_131.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1856.0,2417.0,-7399.0
1.6450229293247729e+18,frame_132.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2430.0,-7399.0
1.6450229293705853e+18,frame_133.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1867.0,2394.0,-7381.0
1.645022929424202e+18,frame_134.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2397.0,-7414.0
1.645022929471983e+18,frame_135.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2413.0,-7411.0
1.6450229295250995e+18,frame_136.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1858.0,2400.0,-7389.0
1.6450229295752294e+18,frame_137.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2401.0,-7415.0
1.6450229296233795e+18,frame_138.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1855.0,2418.0,-7394.0
1.645022929669864e+18,frame_139.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1863.0,2382.0,-7435.0
1.6450229297278605e+18,frame_140.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2398.0,-7403.0
1.6450229297749747e+18,frame_141.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1850.0,2404.0,-7405.0
1.6450229298236342e+18,frame_142.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1879.0,2381.0,-7407.0
1.6450229298744998e+18,frame_143.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1862.0,2396.0,-7402.0
1.6450229299247555e+18,frame_144.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1872.0,2394.0,-7418.0
1.6450229299745597e+18,frame_145.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1864.0,2379.0,-7436.0
1.6450229300275249e+18,frame_146.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1838.0,2397.0,-7434.0
1.645022930074389e+18,frame_147.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1869.0,2393.0,-7401.0
1.6450229301244045e+18,frame_148.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1882.0,2379.0,-7390.0
1.6450229301735593e+18,frame_149.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2394.0,-7412.0
1.645022930227406e+18,frame_150.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1871.0,2382.0,-7394.0
1.6450229302730135e+18,frame_151.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1868.0,2402.0,-7410.0
1.6450229303251052e+18,frame_152.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1861.0,2394.0,-7406.0
1.6450229303743404e+18,frame_153.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1863.0,2401.0,-7406.0
1.6450229304237908e+18,frame_154.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1866.0,2393.0,-7396.0
1.645022930473822e+18,frame_155.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1863.0,2399.0,-7413.0
1.645022930523796e+18,frame_156.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1853.0,2395.0,-7409.0
1.6450229305713562e+18,frame_157.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1869.0,2392.0,-7397.0
1.6450229306250908e+18,frame_158.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1847.0,2380.0,-7410.0
1.6450229306743442e+18,frame_159.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2387.0,-7408.0
1.6450229307236524e+18,frame_160.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2386.0,-7431.0
1.6450229307768701e+18,frame_161.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1861.0,2370.0,-7406.0
1.645022930822927e+18,frame_162.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1844.0,2381.0,-7425.0
1.6450229308774774e+18,frame_163.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1857.0,2373.0,-7415.0
1.6450229309240663e+18,frame_164.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1857.0,2379.0,-7426.0
1.645022930978146e+18,frame_165.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2380.0,-7426.0
1.6450229310239255e+18,frame_166.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1850.0,2368.0,-7411.0
1.6450229310773281e+18,frame_167.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1847.0,2372.0,-7424.0
1.6450229311235028e+18,frame_168.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2400.0,-7414.0
1.6450229311789391e+18,frame_169.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2392.0,-7410.0
1.645022931223074e+18,frame_170.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2400.0,-7420.0
1.6450229312764813e+18,frame_171.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1836.0,2411.0,-7413.0
1.6450229313237243e+18,frame_172.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1857.0,2430.0,-7413.0
1.645022931377973e+18,frame_173.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2411.0,-7402.0
1.6450229314237632e+18,frame_174.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1833.0,2404.0,-7420.0
1.6450229314791032e+18,frame_175.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1839.0,2399.0,-7430.0
1.645022931523219e+18,frame_176.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2406.0,-7402.0
1.6450229315764342e+18,frame_177.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1855.0,2393.0,-7420.0
1.6450229316251576e+18,frame_178.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2402.0,-7414.0
1.6450229316778424e+18,frame_179.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1855.0,2397.0,-7410.0
1.645022931722255e+18,frame_180.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2420.0,-7414.0
1.645022931776063e+18,frame_181.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1852.0,2410.0,-7420.0
1.645022931817145e+18,frame_182.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1847.0,2422.0,-7415.0
1.6450229318758326e+18,frame_183.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1851.0,2414.0,-7393.0
1.6450229319274673e+18,frame_184.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1828.0,2429.0,-7390.0
1.645022931975841e+18,frame_185.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2423.0,-7391.0
1.64502293202553e+18,frame_186.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2425.0,-7390.0
1.6450229320777198e+18,frame_187.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1836.0,2417.0,-7402.0
1.6450229321259546e+18,frame_188.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2422.0,-7410.0
1.6450229321759987e+18,frame_189.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1835.0,2432.0,-7402.0
1.6450229322270333e+18,frame_190.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1848.0,2432.0,-7408.0
1.6450229322761764e+18,frame_191.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1826.0,2444.0,-7403.0
1.645022932326435e+18,frame_192.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1834.0,2441.0,-7408.0
1.6450229323773852e+18,frame_193.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1828.0,2445.0,-7410.0
1.6450229324269256e+18,frame_194.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1839.0,2430.0,-7399.0
1.64502293247759e+18,frame_195.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1826.0,2432.0,-7381.0
1.645022932525168e+18,frame_196.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2430.0,-7388.0
1.6450229325762803e+18,frame_197.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1821.0,2424.0,-7383.0
1.6450229326248783e+18,frame_198.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1826.0,2425.0,-7400.0
1.6450229326759311e+18,frame_199.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1835.0,2429.0,-7395.0
1.645022932730593e+18,frame_200.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2423.0,-7407.0
1.645022932776414e+18,frame_201.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2433.0,-7395.0
1.6450229328331412e+18,frame_202.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1820.0,2429.0,-7392.0
1.645022932876528e+18,frame_203.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1851.0,2426.0,-7397.0
1.645022932932772e+18,frame_204.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1826.0,2423.0,-7396.0
1.6450229329761265e+18,frame_205.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1839.0,2416.0,-7395.0
1.6450229330256934e+18,frame_206.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1845.0,2423.0,-7412.0
1.64502293308094e+18,frame_207.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1849.0,2423.0,-7418.0
1.6450229331321093e+18,frame_208.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1860.0,2424.0,-7404.0
1.6450229331756547e+18,frame_209.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2414.0,-7392.0
1.645022933229535e+18,frame_210.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1869.0,2428.0,-7402.0
1.6450229332769098e+18,frame_211.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1832.0,2444.0,-7404.0
1.6450229333309207e+18,frame_212.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1828.0,2459.0,-7410.0
1.6450229333774408e+18,frame_213.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1842.0,2478.0,-7392.0
1.6450229334306685e+18,frame_214.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1848.0,2473.0,-7386.0
1.6450229334791644e+18,frame_215.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1854.0,2473.0,-7364.0
1.6450229335300593e+18,frame_216.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2510.0,-7388.0
1.6450229335789985e+18,frame_217.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1824.0,2496.0,-7382.0
1.6450229336320763e+18,frame_218.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1830.0,2524.0,-7406.0
1.6450229336816502e+18,frame_219.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1986.0,2643.0,-7561.0
1.6450229337302482e+18,frame_220.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1550.0,2491.0,-7229.0
1.6450229337772562e+18,frame_221.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1825.0,2504.0,-7409.0
1.645022933831806e+18,frame_222.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1601.0,2446.0,-7267.0
1.6450229338763072e+18,frame_223.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1860.0,2463.0,-7339.0
1.6450229339291564e+18,frame_224.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1791.0,2402.0,-7361.0
1.6450229339828383e+18,frame_225.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1794.0,2473.0,-7357.0
1.645022934028971e+18,frame_226.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1857.0,2394.0,-7359.0
1.6450229340767286e+18,frame_227.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1794.0,2441.0,-7350.0
1.6450229341287578e+18,frame_228.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1882.0,2452.0,-7469.0
1.6450229341827433e+18,frame_229.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1831.0,2500.0,-7420.0
1.6450229342296568e+18,frame_230.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1844.0,2539.0,-7435.0
1.645022934278885e+18,frame_231.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1823.0,2576.0,-7376.0
1.645022934329583e+18,frame_232.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1821.0,2550.0,-7361.0
1.645022934383714e+18,frame_233.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1841.0,2551.0,-7309.0
1.6450229344253115e+18,frame_234.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1872.0,2569.0,-7370.0
1.6450229344812867e+18,frame_235.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1862.0,2594.0,-7359.0
1.6450229345294505e+18,frame_236.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1863.0,2577.0,-7373.0
1.6450229345834396e+18,frame_237.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1826.0,2615.0,-7359.0
1.6450229346335017e+18,frame_238.jpeg,0,0,0,0,0,0,0,1,0,0,0,0,1938.0,2574.0,-7358.0
