timestamp,File Name,a_left_backPose,b_left_backPose,c_left_backPose, HANDOVER_LEFT
1.6461490382811487e+18,frame_4702.jpeg,7618.0,-1931.0,-2216.0,1
1.6461490383320924e+18,frame_4703.jpeg,7232.0,-2259.0,-2437.0,1
1.646149038377304e+18,frame_4704.jpeg,7141.0,-2279.0,-2614.0,1
1.646149038431228e+18,frame_4705.jpeg,6843.0,-2263.0,-2583.0,1
1.6461490384829476e+18,frame_4706.jpeg,6953.0,-1905.0,-3006.0,1
1.646149038527078e+18,frame_4707.jpeg,7101.0,-926.0,-3546.0,1
1.64614903858018e+18,frame_4708.jpeg,8438.0,428.0,-3409.0,1
1.6461490386305482e+18,frame_4709.jpeg,10413.0,1425.0,-2238.0,1
1.646149038680318e+18,frame_4710.jpeg,9487.0,-172.0,-1425.0,1
1.6461490387301947e+18,frame_4711.jpeg,8059.0,-1743.0,-678.0,1
1.64614903878095e+18,frame_4712.jpeg,6656.0,-3155.0,-261.0,1
1.646149038843467e+18,frame_4713.jpeg,5879.0,-3728.0,-940.0,1
1.6461492180056717e+18,frame_8292.jpeg,4857.0,-663.0,84.0,1
1.6461492180510702e+18,frame_8293.jpeg,3123.0,-1350.0,413.0,1
1.6461492181067359e+18,frame_8294.jpeg,2793.0,510.0,-1569.0,1
1.646149218151754e+18,frame_8295.jpeg,4341.0,771.0,-3933.0,1
1.6461492182065551e+18,frame_8296.jpeg,4087.0,188.0,-5295.0,1
1.6461492182528108e+18,frame_8297.jpeg,4534.0,-726.0,-5605.0,1
1.646149218306538e+18,frame_8298.jpeg,4591.0,-2727.0,-5322.0,1
1.6461492183550605e+18,frame_8299.jpeg,4620.0,-3674.0,-4652.0,1
1.646149218406486e+18,frame_8300.jpeg,5508.0,-3872.0,-4610.0,1
1.6461492184556882e+18,frame_8301.jpeg,6307.0,-3793.0,-4706.0,1
1.6461492185054984e+18,frame_8302.jpeg,5806.0,-4278.0,-4849.0,1
1.646149218554167e+18,frame_8303.jpeg,5510.0,-3851.0,-4449.0,1
1.6461492186091136e+18,frame_8304.jpeg,4786.0,-3430.0,-4094.0,1
1.646149218654885e+18,frame_8305.jpeg,5578.0,-2717.0,-5219.0,1
1.6461492187062592e+18,frame_8306.jpeg,4745.0,-3421.0,-5320.0,1
1.6461492187563476e+18,frame_8307.jpeg,5170.0,-2885.0,-5316.0,1
1.6461492188071096e+18,frame_8308.jpeg,5447.0,-2425.0,-5334.0,1
1.6461492188558776e+18,frame_8309.jpeg,5418.0,-2067.0,-6870.0,1
1.6461492189017761e+18,frame_8310.jpeg,4753.0,-3525.0,-6465.0,1
1.6461492189600123e+18,frame_8311.jpeg,5789.0,-6748.0,-2791.0,1
1.6461492190052774e+18,frame_8312.jpeg,7584.0,-6210.0,1233.0,1
1.646149219057917e+18,frame_8313.jpeg,3409.0,-5645.0,2461.0,1
1.6461492191066621e+18,frame_8314.jpeg,4992.0,-4703.0,217.0,1
1.646149219158334e+18,frame_8315.jpeg,3756.0,-4111.0,-1434.0,1
1.6461492192061332e+18,frame_8316.jpeg,5063.0,-3307.0,-2284.0,1
